Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
197,75522,Female,disloyal Customer,20,Young,Business travel,Eco,337,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,0.0,1
198,125687,Female,Loyal Customer,45,Mid,Business travel,Business,759,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,94.0,0
199,79908,Female,Loyal Customer,51,Senior,Business travel,Business,2344,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,0.0,1
200,117345,Male,disloyal Customer,25,Young,Business travel,Business,296,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,0.0,1
201,73465,Female,Loyal Customer,39,Mid,Personal Travel,Eco,1005,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,163.0,0
202,95851,Female,Loyal Customer,46,Senior,Business travel,Business,580,3,3,3,3,3,5,4,4,4,4,4,3,4,5,18,16.0,1
203,44992,Male,Loyal Customer,53,Senior,Business travel,Eco,359,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0.0,0
204,70631,Female,Loyal Customer,61,Old,Personal Travel,Eco,1217,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,0.0,1
205,13761,Female,Loyal Customer,61,Old,Business travel,Eco Plus,384,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,102.0,1
206,74968,Male,Loyal Customer,16,Teen,Personal Travel,Eco,2586,3,5,3,4,4,3,4,4,5,2,4,5,4,4,45,42.0,0
207,12371,Female,Loyal Customer,44,Mid,Business travel,Business,2903,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,1.0,0
208,8378,Female,Loyal Customer,17,Teen,Business travel,Business,3170,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0.0,1
209,82080,Female,Loyal Customer,50,Senior,Business travel,Eco,1276,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,49.0,0
210,107972,Female,disloyal Customer,40,Mid,Business travel,Business,825,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4.0,1
211,101228,Male,Loyal Customer,47,Senior,Business travel,Business,2204,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,0.0,1
212,85577,Female,Loyal Customer,80,Old,Business travel,Business,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0,1
213,2717,Female,Loyal Customer,38,Mid,Personal Travel,Eco,562,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0.0,1
214,88529,Male,Loyal Customer,31,Mid,Personal Travel,Eco,404,5,1,5,3,3,5,3,3,4,2,4,4,4,3,0,0.0,1
215,91613,Male,Loyal Customer,59,Senior,Business travel,Business,1199,4,2,2,2,5,4,4,4,4,4,4,3,4,1,0,15.0,0
216,88865,Female,Loyal Customer,22,Young,Business travel,Business,1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0.0,0
217,96960,Female,Loyal Customer,53,Senior,Business travel,Business,2560,5,5,5,5,5,4,5,3,3,3,3,3,3,3,0,3.0,1
218,51191,Female,Loyal Customer,56,Senior,Business travel,Eco Plus,308,4,2,2,2,5,3,4,4,4,4,4,5,4,2,0,0.0,1
219,9461,Female,Loyal Customer,48,Senior,Personal Travel,Eco,362,4,4,5,3,2,4,5,3,3,5,3,5,3,4,0,0.0,0
220,66384,Male,disloyal Customer,38,Mid,Business travel,Business,1562,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,25.0,0
221,41934,Male,Loyal Customer,64,Old,Personal Travel,Eco,129,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9.0,0
222,25381,Male,Loyal Customer,67,Old,Personal Travel,Eco,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0.0,0
223,14757,Female,Loyal Customer,62,Old,Business travel,Business,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0.0,1
224,94013,Male,Loyal Customer,57,Senior,Business travel,Business,1859,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,15.0,1
225,80107,Female,disloyal Customer,27,Young,Business travel,Eco,986,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32.0,0
226,23590,Female,disloyal Customer,25,Young,Business travel,Eco,1024,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,11.0,0
227,110384,Female,Loyal Customer,52,Senior,Business travel,Eco,919,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,72.0,0
228,15069,Female,Loyal Customer,45,Mid,Business travel,Eco Plus,576,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0.0,1
229,17128,Female,disloyal Customer,23,Young,Business travel,Eco,423,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,13.0,0
230,54060,Male,Loyal Customer,55,Senior,Business travel,Eco,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0.0,1
231,129240,Male,Loyal Customer,53,Senior,Business travel,Business,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0.0,0
232,97165,Female,Loyal Customer,9,Teen,Personal Travel,Eco,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4.0,1
233,111696,Male,Loyal Customer,33,Mid,Business travel,Business,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85.0,1
234,1887,Male,disloyal Customer,64,Old,Business travel,Business,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0.0,0
235,89086,Female,disloyal Customer,8,Teen,Business travel,Eco,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23.0,0
236,35485,Male,Loyal Customer,34,Mid,Personal Travel,Eco,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15.0,0
237,35719,Male,Loyal Customer,59,Senior,Personal Travel,Eco,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0,0
238,85669,Female,Loyal Customer,13,Teen,Business travel,Business,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0.0,0
239,1137,Male,Loyal Customer,44,Mid,Personal Travel,Eco,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0.0,0
240,8358,Male,Loyal Customer,54,Senior,Business travel,Business,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,1
241,17217,Male,Loyal Customer,36,Mid,Business travel,Business,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0.0,1
242,44847,Female,Loyal Customer,11,Teen,Personal Travel,Eco,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88.0,0
243,96673,Female,Loyal Customer,32,Mid,Personal Travel,Eco,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9.0,0
244,80152,Male,Loyal Customer,42,Mid,Business travel,Eco,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0.0,0
245,82277,Female,disloyal Customer,27,Young,Business travel,Eco,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0.0,0
246,123927,Male,Loyal Customer,33,Mid,Personal Travel,Eco,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0.0,0
247,115766,Female,Loyal Customer,28,Young,Business travel,Business,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0,0
248,21134,Male,Loyal Customer,44,Mid,Personal Travel,Eco,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0.0,1
249,112062,Male,disloyal Customer,49,Senior,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28.0,0
250,28643,Male,Loyal Customer,59,Senior,Business travel,Business,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0.0,1
251,108010,Male,disloyal Customer,20,Young,Business travel,Business,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0,1
252,92145,Female,Loyal Customer,46,Senior,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,1
253,115846,Male,Loyal Customer,36,Mid,Business travel,Eco,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0.0,1
254,99685,Female,Loyal Customer,62,Old,Business travel,Business,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0,1
255,112072,Male,Loyal Customer,59,Senior,Business travel,Business,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14.0,1
256,119226,Female,Loyal Customer,29,Young,Personal Travel,Eco,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0,0
257,115925,Female,disloyal Customer,41,Mid,Business travel,Business,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0,0
258,106552,Male,Loyal Customer,7,Teen,Personal Travel,Eco,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0.0,0
259,25126,Female,Loyal Customer,65,Old,Personal Travel,Business,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44.0,0
260,33426,Male,Loyal Customer,50,Senior,Business travel,Business,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9.0,1
261,125844,Female,Loyal Customer,20,Young,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41.0,0
262,70328,Female,Loyal Customer,58,Senior,Business travel,Business,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0,1
263,88847,Female,Loyal Customer,45,Mid,Personal Travel,Eco Plus,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20.0,0
264,108398,Male,Loyal Customer,46,Senior,Personal Travel,Eco Plus,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0,0
265,97316,Female,Loyal Customer,43,Mid,Business travel,Business,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7.0,1
266,124811,Male,disloyal Customer,26,Young,Business travel,Business,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6.0,0
267,23012,Male,Loyal Customer,41,Mid,Business travel,Eco Plus,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0.0,1
268,18088,Female,Loyal Customer,50,Senior,Personal Travel,Eco,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0.0,0
269,37982,Male,Loyal Customer,38,Mid,Personal Travel,Business,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0,0
270,31332,Female,disloyal Customer,38,Mid,Business travel,Eco,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0.0,0
271,97455,Female,Loyal Customer,55,Senior,Business travel,Business,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3.0,1
272,28901,Female,Loyal Customer,49,Senior,Business travel,Business,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71.0,1
273,107606,Male,disloyal Customer,33,Mid,Business travel,Business,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5.0,0
274,53258,Female,Loyal Customer,57,Senior,Business travel,Business,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0,1
275,14292,Female,Loyal Customer,35,Mid,Business travel,Business,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3.0,1
276,68232,Female,Loyal Customer,40,Mid,Business travel,Business,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0,1
277,51224,Female,disloyal Customer,37,Mid,Business travel,Eco Plus,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0.0,0
278,121386,Female,Loyal Customer,52,Senior,Personal Travel,Eco,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79.0,0
279,31668,Male,Loyal Customer,41,Mid,Business travel,Eco,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0.0,1
280,24628,Female,Loyal Customer,14,Teen,Personal Travel,Eco,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0,0
281,95876,Female,Loyal Customer,32,Mid,Business travel,Business,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0.0,1
282,62793,Male,Loyal Customer,11,Teen,Personal Travel,Eco,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151.0,0
283,83516,Male,Loyal Customer,12,Teen,Personal Travel,Eco,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0,0
284,13221,Male,Loyal Customer,41,Mid,Business travel,Eco,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0,1
285,100404,Female,disloyal Customer,45,Mid,Business travel,Business,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0.0,0
286,121453,Male,disloyal Customer,21,Young,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1.0,0
287,21454,Female,Loyal Customer,31,Mid,Business travel,Eco,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0.0,0
288,15937,Male,Loyal Customer,38,Mid,Business travel,Eco,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,1
289,70105,Male,Loyal Customer,40,Mid,Business travel,Business,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38.0,1
290,47540,Male,Loyal Customer,13,Teen,Personal Travel,Eco,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0,1
291,57561,Female,Loyal Customer,44,Mid,Business travel,Business,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5.0,1
292,124103,Female,Loyal Customer,66,Old,Business travel,Business,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0.0,0
293,125736,Female,Loyal Customer,30,Young,Business travel,Eco Plus,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0.0,1
294,93362,Male,Loyal Customer,44,Mid,Personal Travel,Eco,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0.0,0
295,95429,Female,Loyal Customer,53,Senior,Business travel,Business,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0,1
296,106943,Female,Loyal Customer,37,Mid,Business travel,Business,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12.0,1
297,100691,Female,Loyal Customer,39,Mid,Personal Travel,Eco,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30.0,0
298,119948,Male,disloyal Customer,29,Young,Business travel,Business,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0.0,0
299,15778,Male,Loyal Customer,38,Mid,Business travel,Eco,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65.0,0
300,68342,Male,Loyal Customer,59,Senior,Business travel,Business,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0.0,1
301,24665,Male,Loyal Customer,19,Young,Personal Travel,Eco,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0,0
302,81029,Female,Loyal Customer,39,Mid,Business travel,Business,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4.0,1
303,70371,Male,Loyal Customer,22,Young,Personal Travel,Eco,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10.0,0
304,1386,Male,Loyal Customer,50,Senior,Personal Travel,Eco Plus,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10.0,1
305,35225,Male,Loyal Customer,22,Young,Business travel,Eco,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62.0,1
306,86204,Male,Loyal Customer,56,Senior,Business travel,Business,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1.0,1
307,126370,Male,Loyal Customer,39,Mid,Personal Travel,Eco,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0.0,0
308,116184,Male,Loyal Customer,29,Young,Personal Travel,Eco,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0.0,1
309,89613,Male,Loyal Customer,42,Mid,Business travel,Business,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0.0,1
310,99020,Male,Loyal Customer,56,Senior,Business travel,Business,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0,1
311,18463,Male,Loyal Customer,27,Young,Business travel,Business,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1.0,1
312,96637,Female,disloyal Customer,21,Young,Business travel,Eco,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0,0
313,114678,Female,Loyal Customer,42,Mid,Business travel,Business,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17.0,1
314,97639,Female,Loyal Customer,48,Senior,Business travel,Business,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0,1
315,75061,Male,Loyal Customer,53,Senior,Business travel,Business,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0.0,1
316,51744,Female,Loyal Customer,64,Old,Personal Travel,Eco,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0,0
317,44413,Female,Loyal Customer,49,Senior,Personal Travel,Eco,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0.0,0
318,2389,Female,Loyal Customer,49,Senior,Business travel,Business,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4.0,1
319,105062,Male,Loyal Customer,23,Young,Personal Travel,Eco Plus,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0,0
320,91464,Male,Loyal Customer,50,Senior,Business travel,Business,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29.0,0
321,55721,Male,Loyal Customer,51,Senior,Personal Travel,Eco Plus,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0.0,0
322,65726,Male,Loyal Customer,34,Mid,Business travel,Business,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,1
323,8473,Female,Loyal Customer,49,Senior,Business travel,Business,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40.0,1
324,13488,Female,Loyal Customer,56,Senior,Business travel,Eco,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4.0,1
325,58611,Male,Loyal Customer,46,Senior,Business travel,Business,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24.0,1
326,39607,Male,Loyal Customer,25,Young,Personal Travel,Eco,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0.0,0
327,41704,Female,Loyal Customer,68,Old,Personal Travel,Eco Plus,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0.0,0
328,126579,Female,Loyal Customer,10,Teen,Personal Travel,Eco,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93.0,0
329,44232,Female,Loyal Customer,44,Mid,Business travel,Eco,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0.0,1
330,44021,Male,Loyal Customer,61,Old,Personal Travel,Business,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0.0,0
331,67502,Female,Loyal Customer,18,Teen,Personal Travel,Eco Plus,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1.0,0
332,19525,Female,Loyal Customer,58,Senior,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0,1
333,110015,Female,Loyal Customer,58,Senior,Business travel,Business,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41.0,0
334,30960,Male,Loyal Customer,64,Old,Personal Travel,Eco,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5.0,0
335,2153,Male,Loyal Customer,66,Old,Personal Travel,Business,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0.0,0
336,115097,Female,disloyal Customer,21,Young,Business travel,Business,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12.0,1
337,63204,Male,Loyal Customer,39,Mid,Business travel,Business,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0.0,1
338,113849,Male,Loyal Customer,50,Senior,Business travel,Business,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232.0,1
339,95508,Female,Loyal Customer,43,Mid,Business travel,Eco Plus,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11.0,0
340,112350,Male,Loyal Customer,41,Mid,Business travel,Business,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0,1
341,20650,Male,Loyal Customer,46,Senior,Business travel,Eco,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0.0,1
342,65517,Male,Loyal Customer,41,Mid,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0,1
343,116988,Female,Loyal Customer,31,Mid,Business travel,Eco,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0.0,0
344,116210,Female,Loyal Customer,53,Senior,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13.0,0
345,15218,Female,Loyal Customer,39,Mid,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0,1
346,35387,Female,Loyal Customer,53,Senior,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0,1
347,20002,Male,Loyal Customer,25,Young,Business travel,Eco,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0,1
348,102927,Female,disloyal Customer,20,Young,Business travel,Eco,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14.0,0
349,92462,Male,disloyal Customer,46,Senior,Business travel,Eco,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0.0,0
350,70950,Male,Loyal Customer,10,Teen,Personal Travel,Eco,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0.0,0
351,76034,Female,Loyal Customer,47,Senior,Business travel,Business,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0,1
352,97177,Male,Loyal Customer,32,Mid,Personal Travel,Eco,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0.0,0
353,51719,Female,Loyal Customer,14,Teen,Personal Travel,Eco,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12.0,0
354,129201,Female,Loyal Customer,16,Teen,Business travel,Business,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0.0,1
355,35558,Female,Loyal Customer,53,Senior,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0.0,0
356,109398,Male,Loyal Customer,55,Senior,Business travel,Business,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0.0,1
357,65351,Female,Loyal Customer,28,Young,Business travel,Business,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0.0,1
358,102482,Female,Loyal Customer,49,Senior,Personal Travel,Eco,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0.0,0
359,17932,Male,Loyal Customer,54,Senior,Personal Travel,Eco Plus,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0.0,0
360,122276,Female,Loyal Customer,70,Old,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0.0,0
361,57484,Female,disloyal Customer,25,Young,Business travel,Eco,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19.0,0
362,121069,Female,Loyal Customer,48,Senior,Business travel,Business,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0.0,1
363,41414,Male,Loyal Customer,7,Teen,Personal Travel,Eco,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0.0,0
364,49839,Male,Loyal Customer,39,Mid,Business travel,Eco,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5.0,0
365,48189,Male,Loyal Customer,79,Old,Business travel,Eco,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0.0,0
366,82445,Female,disloyal Customer,28,Young,Business travel,Business,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0.0,0
367,108108,Male,Loyal Customer,41,Mid,Business travel,Business,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38.0,1
368,63984,Female,disloyal Customer,27,Young,Business travel,Eco Plus,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32.0,0
369,105287,Female,Loyal Customer,59,Senior,Business travel,Business,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1.0,1
370,9385,Female,Loyal Customer,21,Young,Personal Travel,Eco,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117.0,0
371,25265,Male,Loyal Customer,48,Senior,Business travel,Eco,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0.0,1
372,119844,Male,Loyal Customer,53,Senior,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0.0,0
373,33840,Female,Loyal Customer,42,Mid,Business travel,Business,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0.0,0
374,81815,Female,disloyal Customer,48,Senior,Business travel,Eco,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27.0,0
375,83524,Male,Loyal Customer,59,Senior,Personal Travel,Eco,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0.0,1
376,78999,Female,Loyal Customer,53,Senior,Business travel,Business,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0,1
377,46712,Male,Loyal Customer,24,Young,Personal Travel,Eco,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94.0,0
378,41188,Male,Loyal Customer,56,Senior,Personal Travel,Eco,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29.0,0
379,5326,Female,Loyal Customer,42,Mid,Business travel,Business,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14.0,1
380,80176,Female,disloyal Customer,24,Young,Business travel,Eco,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0.0,0
381,46900,Male,Loyal Customer,28,Young,Business travel,Business,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0.0,1
382,89219,Female,Loyal Customer,17,Teen,Personal Travel,Eco,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0.0,0
383,17928,Male,Loyal Customer,31,Mid,Business travel,Eco Plus,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0.0,0
384,55425,Male,Loyal Customer,60,Senior,Business travel,Business,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0.0,1
385,88130,Male,disloyal Customer,39,Mid,Business travel,Business,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16.0,1
386,48354,Female,Loyal Customer,47,Senior,Business travel,Eco,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26.0,1
387,105905,Male,Loyal Customer,60,Senior,Business travel,Eco,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16.0,0
388,60943,Male,Loyal Customer,13,Teen,Business travel,Business,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0.0,1
389,101584,Male,disloyal Customer,29,Young,Business travel,Business,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51.0,0
390,71388,Female,Loyal Customer,45,Mid,Business travel,Business,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,1
391,77866,Male,Loyal Customer,44,Mid,Business travel,Business,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0.0,1
392,49223,Female,Loyal Customer,50,Senior,Business travel,Eco,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11.0,1
393,106530,Female,Loyal Customer,26,Young,Personal Travel,Eco,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93.0,0
394,28676,Female,Loyal Customer,27,Young,Business travel,Business,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0.0,1
